query,true_cardinality,time_s,status,error,pattern_path,sql
query_dense_16_126,14564580856304,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_126.graph,
query_dense_16_127,57991322762808,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_127.graph,
query_dense_16_128,38544536591308,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_128.graph,
query_dense_16_129,210027157150996,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_129.graph,
query_dense_16_13,30885197138746,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_13.graph,
query_dense_16_130,6075168283816,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_130.graph,
query_dense_16_131,22071850497320,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_131.graph,
query_dense_16_132,281472459104259,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_132.graph,
query_dense_16_133,12880010949576,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_133.graph,
query_dense_16_134,609488388617302,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_134.graph,
query_dense_16_135,8380783354856,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_135.graph,
query_dense_16_136,50218826725265,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_136.graph,
query_dense_16_137,38446544907832,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_137.graph,
query_dense_16_139,32332965099312,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_139.graph,
query_dense_16_14,106887884918816,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_14.graph,
query_dense_16_140,62937618186030,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_140.graph,
query_dense_16_143,119107214997284,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_143.graph,
query_dense_16_144,15697607195408,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_144.graph,
query_dense_16_145,120388869319232,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_145.graph,
query_dense_16_146,212631933163950,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_146.graph,
query_dense_16_147,710833327968,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_147.graph,
query_dense_16_148,23331616492678,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_148.graph,
query_dense_16_15,67041143473110,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_15.graph,
query_dense_16_150,346035315696712,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_150.graph,
query_dense_16_151,453967475090130,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_151.graph,
query_dense_16_152,126488700433638,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_152.graph,
query_dense_16_154,12003898027102,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_154.graph,
query_dense_16_155,63234274134992,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_155.graph,
query_dense_16_156,83198884608116,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_156.graph,
query_dense_16_158,11317004483664,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_158.graph,
query_dense_16_16,43128441811704,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_16.graph,
query_dense_16_160,33990469105706,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_160.graph,
query_dense_16_161,49980387609864,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_161.graph,
query_dense_16_162,4246793429290,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_162.graph,
query_dense_16_163,171166080884576,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_163.graph,
query_dense_16_164,2984416651557,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_164.graph,
query_dense_16_165,49848029248328,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_165.graph,
query_dense_16_166,50459199663470,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_166.graph,
query_dense_16_168,297346525292980,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_168.graph,
query_dense_16_169,190520900723608,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_169.graph,
query_dense_16_17,18298431343206,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_17.graph,
query_dense_16_172,26466561298752,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_172.graph,
query_dense_16_173,5313970521790,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_173.graph,
query_dense_16_175,2036175823536,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_175.graph,
query_dense_16_176,112137991544950,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_176.graph,
query_dense_16_177,26542154573502,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_177.graph,
query_dense_16_178,38162033696160,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_178.graph,
query_dense_16_179,101408361694523,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_179.graph,
query_dense_16_18,10366528530215,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_18.graph,
query_dense_16_181,29668980121490,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_181.graph,
query_dense_16_184,16966252302440,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_184.graph,
query_dense_16_185,36164811507410,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_185.graph,
query_dense_16_186,105861081844802,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_186.graph,
query_dense_16_187,81157949513759,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_187.graph,
query_dense_16_188,9848168109474,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_188.graph,
query_dense_16_189,104145054047168,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_189.graph,
query_dense_16_19,119838236622703,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_19.graph,
query_dense_16_192,58248829554614,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_192.graph,
query_dense_16_193,192274043762535,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_193.graph,
query_dense_16_194,32478933940674,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_194.graph,
query_dense_16_195,741646837811018,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_195.graph,
query_dense_16_196,15708728475632,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_196.graph,
query_dense_16_197,79264895748730,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_197.graph,
query_dense_16_199,33253510358794,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_199.graph,
query_dense_16_2,64226428850690,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_2.graph,
query_dense_16_20,41300848016924,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_20.graph,
query_dense_16_200,96926197689340,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_200.graph,
query_dense_16_21,59388954898864,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_21.graph,
query_dense_16_22,92796881595394,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_22.graph,
query_dense_16_25,176584357829554,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_25.graph,
query_dense_16_26,26201984461138,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_26.graph,
query_dense_16_27,55904167890452,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_27.graph,
query_dense_16_28,3530554091150,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_28.graph,
query_dense_16_29,38656057595662,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_29.graph,
query_dense_16_30,187329981583264,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_30.graph,
query_dense_16_31,5791970568724,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_31.graph,
query_dense_16_32,60592772803346,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_32.graph,
query_dense_16_33,101565709456208,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_33.graph,
query_dense_16_34,11834070717351,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_34.graph,
query_dense_16_35,23615121024278,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_35.graph,
query_dense_16_36,223014583225064,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_36.graph,
query_dense_16_37,776099622560,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_37.graph,
query_dense_16_38,210291730737131,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_38.graph,
query_dense_16_39,54408223870816,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_39.graph,
query_dense_16_4,263854062848000,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_4.graph,
query_dense_16_40,34229896255738,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_40.graph,
query_dense_16_41,254950726473002,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_41.graph,
query_dense_16_42,68879713499698,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_42.graph,
query_dense_16_43,112385944542592,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_43.graph,
query_dense_16_44,137156122171807,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_44.graph,
query_dense_16_46,297624919540464,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_46.graph,
query_dense_16_49,41934783733270,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_49.graph,
query_dense_16_5,34960621841520,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_5.graph,
query_dense_16_50,193470958216893,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_50.graph,
query_dense_16_51,231741143401654,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_51.graph,
query_dense_16_52,482400385274639,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_52.graph,
query_dense_16_53,143211368575444,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_53.graph,
query_dense_16_54,98057475679002,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_54.graph,
query_dense_16_55,72181451902956,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_55.graph,
query_dense_16_57,99803031789010,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_57.graph,
query_dense_16_58,25361075287766,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_58.graph,
query_dense_16_59,14524409240394,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_59.graph,
query_dense_16_6,301665596072742,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_6.graph,
query_dense_16_60,64407776136074,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_60.graph,
query_dense_16_63,483649387242375,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_63.graph,
query_dense_16_64,144634317377682,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_64.graph,
query_dense_16_65,62858706758150,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_65.graph,
query_dense_16_66,26971610497154,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_66.graph,
query_dense_16_67,6268802212018,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_67.graph,
query_dense_16_68,745370482976,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_68.graph,
query_dense_16_69,606873479178118,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_69.graph,
query_dense_16_70,112129219016243,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_70.graph,
query_dense_16_71,32315151300152,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_71.graph,
query_dense_16_73,70120651190786,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_73.graph,
query_dense_16_74,86620587213452,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_74.graph,
query_dense_16_75,33387054853936,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_75.graph,
query_dense_16_76,20593426637570,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_76.graph,
query_dense_16_77,7297024814154,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_77.graph,
query_dense_16_78,107312345783828,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_78.graph,
query_dense_16_8,7538985496016,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_8.graph,
query_dense_16_80,173801177646442,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_80.graph,
query_dense_16_81,41716760302408,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_81.graph,
query_dense_16_82,57575688596696,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_82.graph,
query_dense_16_83,431446695369588,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_83.graph,
query_dense_16_84,18220143012576,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_84.graph,
query_dense_16_86,47238548991917,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_86.graph,
query_dense_16_87,23050192713606,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_87.graph,
query_dense_16_88,6878077723424,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_88.graph,
query_dense_16_89,178237477776158,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_89.graph,
query_dense_16_9,122218140532611,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_9.graph,
query_dense_16_90,2386998759457,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_90.graph,
query_dense_16_91,15496771912612,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_91.graph,
query_dense_16_92,45532292683292,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_92.graph,
query_dense_16_93,145987258057960,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_93.graph,
query_dense_16_94,127951619613768,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_94.graph,
query_dense_16_95,5398348634532,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_95.graph,
query_dense_16_96,95149817174300,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_96.graph,
query_dense_16_97,308771129345854,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_97.graph,
query_dense_16_98,6355137605877,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_98.graph,
query_dense_16_99,16312171463252,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_99.graph,
query_dense_24_1,375728329163549425028,1.005552,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_1.json,
query_dense_24_10,1959738162020113043798,0.549725,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_10.json,
query_dense_24_101,429122754851659621368,0.526697,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_101.json,
query_dense_24_104,44306454852646991680,6.524351,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_104.json,
query_dense_24_106,166775057039541533382,0.635187,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_106.json,
query_dense_24_108,247264538586167564344,0.858734,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_108.json,
query_dense_24_11,850425773408208452460,0.464567,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_11.json,
query_dense_24_110,80769956930462108360,2.157710,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_110.json,
query_dense_24_113,1054115771112220513486,0.812025,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_113.json,
query_dense_24_115,81801916616082853229,0.563950,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_115.json,
query_dense_24_117,102717830244086739512,56.224554,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_117.json,
query_dense_24_118,666641369664514855691,1.089610,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_118.json,
query_dense_24_12,2898296170851854635,0.451038,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_12.json,
query_dense_24_120,188829487532838470870,0.605007,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_120.json,
query_dense_24_125,1646838322802184562644,0.550474,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_125.json,
query_dense_24_126,986054969746080443172,0.639057,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_126.json,
query_dense_24_127,38969958336678615818,0.975273,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_127.json,
query_dense_24_129,2144725981184298101494,0.950521,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_129.json,
query_dense_24_131,337516026179020864312,1.419188,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_131.json,
query_dense_24_132,62398651554944068600,1.363106,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_132.json,
query_dense_24_133,22437314377820417768,12.262652,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_133.json,
query_dense_24_135,61898262409481207680,10.537680,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_135.json,
query_dense_24_137,152323989626357167542,11.245034,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_137.json,
query_dense_24_139,577717228446329577022,0.626373,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_139.json,
query_dense_24_14,1200291749574276557664,1.474874,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_14.json,
query_dense_24_142,427851657592249562642,0.459047,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_142.json,
query_dense_24_147,1464650067775963816656,89.900319,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_147.json,
query_dense_24_148,684950252925444532480,0.906412,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_148.json,
query_dense_24_152,647427596265434162042,1.053319,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_152.json,
query_dense_24_162,1257559668957791908745,2.326201,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_162.json,
query_dense_24_163,9688489275832825775364,0.418014,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_163.json,
query_dense_24_165,465995317733237920568,0.605384,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_165.json,
query_dense_24_166,59928371284209552624,9.143576,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_166.json,
query_dense_24_173,203861634539498257008,1.496779,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_173.json,
query_dense_24_175,984047305905870016460,8.663082,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_175.json,
query_dense_24_178,93112108383305363318,0.625207,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_178.json,
query_dense_24_194,1258302344437212690244,13.041884,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_194.json,
query_dense_24_196,635677036472314091880,0.827503,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_196.json,
query_dense_24_197,154477650617601909780,3.093071,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_197.json,
query_dense_24_198,465956469946261755849,0.543745,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_198.json,
query_dense_24_20,7367066689569898298208,0.459856,ok,,experiment/run_tmp/dblp_gcard_partitioned_patterns/query_dense_24_20.json,
