query,true_cardinality,time_s,status,error,pattern_path,sql
query_dense_16_126,14564580856304,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_126.graph,
query_dense_16_127,57991322762808,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_127.graph,
query_dense_16_128,38544536591308,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_128.graph,
query_dense_16_129,210027157150996,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_129.graph,
query_dense_16_13,30885197138746,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_13.graph,
query_dense_16_130,6075168283816,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_130.graph,
query_dense_16_131,22071850497320,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_131.graph,
query_dense_16_132,281472459104259,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_132.graph,
query_dense_16_133,12880010949576,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_133.graph,
query_dense_16_134,609488388617302,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_134.graph,
query_dense_16_135,8380783354856,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_135.graph,
query_dense_16_136,50218826725265,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_136.graph,
query_dense_16_137,38446544907832,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_137.graph,
query_dense_16_139,32332965099312,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_139.graph,
query_dense_16_14,106887884918816,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_14.graph,
query_dense_16_140,62937618186030,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_140.graph,
query_dense_16_143,119107214997284,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_143.graph,
query_dense_16_144,15697607195408,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_144.graph,
query_dense_16_145,120388869319232,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_145.graph,
query_dense_16_146,212631933163950,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_146.graph,
query_dense_16_147,710833327968,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_147.graph,
query_dense_16_148,23331616492678,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_148.graph,
query_dense_16_15,67041143473110,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_15.graph,
query_dense_16_150,346035315696712,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_150.graph,
query_dense_16_151,453967475090130,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_151.graph,
query_dense_16_152,126488700433638,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_152.graph,
query_dense_16_154,12003898027102,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_154.graph,
query_dense_16_155,63234274134992,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_155.graph,
query_dense_16_156,83198884608116,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_156.graph,
query_dense_16_158,11317004483664,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_158.graph,
query_dense_16_16,43128441811704,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_16.graph,
query_dense_16_160,33990469105706,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_160.graph,
query_dense_16_161,49980387609864,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_161.graph,
query_dense_16_162,4246793429290,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_162.graph,
query_dense_16_163,171166080884576,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_163.graph,
query_dense_16_164,2984416651557,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_164.graph,
query_dense_16_165,49848029248328,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_165.graph,
query_dense_16_166,50459199663470,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_166.graph,
query_dense_16_168,297346525292980,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_168.graph,
query_dense_16_169,190520900723608,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_169.graph,
query_dense_16_17,18298431343206,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_17.graph,
query_dense_16_172,26466561298752,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_172.graph,
query_dense_16_173,5313970521790,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_173.graph,
query_dense_16_175,2036175823536,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_175.graph,
query_dense_16_176,112137991544950,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_176.graph,
query_dense_16_177,26542154573502,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_177.graph,
query_dense_16_178,38162033696160,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_178.graph,
query_dense_16_179,101408361694523,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_179.graph,
query_dense_16_18,10366528530215,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_18.graph,
query_dense_16_181,29668980121490,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_181.graph,
query_dense_16_184,16966252302440,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_184.graph,
query_dense_16_185,36164811507410,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_185.graph,
query_dense_16_186,105861081844802,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_186.graph,
query_dense_16_187,81157949513759,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_187.graph,
query_dense_16_188,9848168109474,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_188.graph,
query_dense_16_189,104145054047168,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_189.graph,
query_dense_16_19,119838236622703,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_19.graph,
query_dense_16_192,58248829554614,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_192.graph,
query_dense_16_193,192274043762535,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_193.graph,
query_dense_16_194,32478933940674,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_194.graph,
query_dense_16_195,741646837811018,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_195.graph,
query_dense_16_196,15708728475632,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_196.graph,
query_dense_16_197,79264895748730,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_197.graph,
query_dense_16_199,33253510358794,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_199.graph,
query_dense_16_2,64226428850690,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_2.graph,
query_dense_16_20,41300848016924,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_20.graph,
query_dense_16_200,96926197689340,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_200.graph,
query_dense_16_21,59388954898864,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_21.graph,
query_dense_16_22,92796881595394,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_22.graph,
query_dense_16_25,176584357829554,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_25.graph,
query_dense_16_26,26201984461138,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_26.graph,
query_dense_16_27,55904167890452,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_27.graph,
query_dense_16_28,3530554091150,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_28.graph,
query_dense_16_29,38656057595662,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_29.graph,
query_dense_16_30,187329981583264,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_30.graph,
query_dense_16_31,5791970568724,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_31.graph,
query_dense_16_32,60592772803346,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_32.graph,
query_dense_16_33,101565709456208,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_33.graph,
query_dense_16_34,11834070717351,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_34.graph,
query_dense_16_35,23615121024278,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_35.graph,
query_dense_16_36,223014583225064,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_36.graph,
query_dense_16_37,776099622560,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_37.graph,
query_dense_16_38,210291730737131,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_38.graph,
query_dense_16_39,54408223870816,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_39.graph,
query_dense_16_4,263854062848000,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_4.graph,
query_dense_16_40,34229896255738,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_40.graph,
query_dense_16_41,254950726473002,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_41.graph,
query_dense_16_42,68879713499698,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_42.graph,
query_dense_16_43,112385944542592,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_43.graph,
query_dense_16_44,137156122171807,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_44.graph,
query_dense_16_46,297624919540464,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_46.graph,
query_dense_16_49,41934783733270,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_49.graph,
query_dense_16_5,34960621841520,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_5.graph,
query_dense_16_50,193470958216893,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_50.graph,
query_dense_16_51,231741143401654,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_51.graph,
query_dense_16_52,482400385274639,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_52.graph,
query_dense_16_53,143211368575444,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_53.graph,
query_dense_16_54,98057475679002,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_54.graph,
query_dense_16_55,72181451902956,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_55.graph,
query_dense_16_57,99803031789010,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_57.graph,
query_dense_16_58,25361075287766,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_58.graph,
query_dense_16_59,14524409240394,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_59.graph,
query_dense_16_6,301665596072742,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_6.graph,
query_dense_16_60,64407776136074,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_60.graph,
query_dense_16_63,483649387242375,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_63.graph,
query_dense_16_64,144634317377682,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_64.graph,
query_dense_16_65,62858706758150,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_65.graph,
query_dense_16_66,26971610497154,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_66.graph,
query_dense_16_67,6268802212018,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_67.graph,
query_dense_16_68,745370482976,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_68.graph,
query_dense_16_69,606873479178118,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_69.graph,
query_dense_16_70,112129219016243,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_70.graph,
query_dense_16_71,32315151300152,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_71.graph,
query_dense_16_73,70120651190786,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_73.graph,
query_dense_16_74,86620587213452,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_74.graph,
query_dense_16_75,33387054853936,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_75.graph,
query_dense_16_76,20593426637570,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_76.graph,
query_dense_16_77,7297024814154,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_77.graph,
query_dense_16_78,107312345783828,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_78.graph,
query_dense_16_8,7538985496016,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_8.graph,
query_dense_16_80,173801177646442,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_80.graph,
query_dense_16_81,41716760302408,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_81.graph,
query_dense_16_82,57575688596696,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_82.graph,
query_dense_16_83,431446695369588,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_83.graph,
query_dense_16_84,18220143012576,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_84.graph,
query_dense_16_86,47238548991917,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_86.graph,
query_dense_16_87,23050192713606,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_87.graph,
query_dense_16_88,6878077723424,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_88.graph,
query_dense_16_89,178237477776158,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_89.graph,
query_dense_16_9,122218140532611,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_9.graph,
query_dense_16_90,2386998759457,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_90.graph,
query_dense_16_91,15496771912612,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_91.graph,
query_dense_16_92,45532292683292,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_92.graph,
query_dense_16_93,145987258057960,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_93.graph,
query_dense_16_94,127951619613768,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_94.graph,
query_dense_16_95,5398348634532,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_95.graph,
query_dense_16_96,95149817174300,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_96.graph,
query_dense_16_97,308771129345854,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_97.graph,
query_dense_16_98,6355137605877,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_98.graph,
query_dense_16_99,16312171463252,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_16_99.graph,
query_dense_24_1,6793447689358392708,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_1.graph,
query_dense_24_10,4383290206900572502,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_10.graph,
query_dense_24_101,4847641156339934200,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_101.graph,
query_dense_24_104,7412966705227888448,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_104.graph,
query_dense_24_106,754360376155568838,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_106.graph,
query_dense_24_108,7456865627943393336,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_108.graph,
query_dense_24_11,1875546017569078124,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_11.graph,
query_dense_24_110,6982980635623901896,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_110.graph,
query_dense_24_113,2651358910776071374,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_113.graph,
query_dense_24_115,8014940321244646765,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_115.graph,
query_dense_24_117,4523210848806773720,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_117.graph,
query_dense_24_118,2558583010970997515,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_118.graph,
query_dense_24_12,2898296170851854635,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_12.graph,
query_dense_24_120,4362046795742954710,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_120.graph,
query_dense_24_125,5078100242034468820,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_125.graph,
query_dense_24_126,8377533839474207524,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_126.graph,
query_dense_24_127,2076470189259512586,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_127.graph,
query_dense_24_129,4903668633990114038,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_129.graph,
query_dense_24_131,5474632852248935224,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_131.graph,
query_dense_24_132,7058419333815413752,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_132.graph,
query_dense_24_133,3990570304110866152,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_133.graph,
query_dense_24_135,6558030188352552832,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_135.graph,
query_dense_24_137,4750037036680754614,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_137.graph,
query_dense_24_139,5868162161333476926,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_139.graph,
query_dense_24_14,1253384783155702624,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_14.graph,
query_dense_24_142,3576543896929875474,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_142.graph,
query_dense_24_147,7357285952909238992,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_147.graph,
query_dense_24_148,2420722198191122688,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_148.graph,
query_dense_24_152,1791553685599855482,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_152.graph,
query_dense_24_162,3181071945542398857,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_162.graph,
query_dense_24_163,3948637135311176964,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_163.graph,
query_dense_24_165,4826715890499130168,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_165.graph,
query_dense_24_166,4588139063080897776,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_166.graph,
query_dense_24_173,947449728693189232,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_173.graph,
query_dense_24_175,6369869999263780812,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_175.graph,
query_dense_24_178,878388014757605238,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_178.graph,
query_dense_24_194,3923747424963180356,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_194.graph,
query_dense_24_196,8487737966189336936,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_196.graph,
query_dense_24_197,6903698027925496852,,ok,,/home/zxz/miniGU_experiment_master/experiment/patterns/truecard/dblp/query_dense_24_197.graph,
