topology,query,pattern,true_cardinality,time_s,status,error
Chain_6,25,Chain_6/25,2097768,0.666360,ok,
Chain_6,26,Chain_6/26,663,0.078591,ok,
Chain_6,27,Chain_6/27,2097768,0.692097,ok,
Chain_6,28,Chain_6/28,2097768,0.669014,ok,
Chain_6,29,Chain_6/29,2090913,0.642597,ok,
Chain_6,30,Chain_6/30,2090913,0.577649,ok,
Chain_6,31,Chain_6/31,5198,0.066924,ok,
Chain_6,32,Chain_6/32,9223,0.094668,ok,
Chain_6,33,Chain_6/33,3772,0.085351,ok,
Chain_6,34,Chain_6/34,29846,0.216258,ok,
Chain_6,35,Chain_6/35,29846,0.202760,ok,
Chain_6,36,Chain_6/36,29724,0.129984,ok,
Chain_6,37,Chain_6/37,2097768,0.601075,ok,
Chain_6,38,Chain_6/38,29663,0.130029,ok,
Chain_6,39,Chain_6/39,2090913,0.643925,ok,
Chain_6,40,Chain_6/40,8286,0.187365,ok,
Chain_6,41,Chain_6/41,6993,0.138692,ok,
Chain_6,42,Chain_6/42,16194,0.133410,ok,
Chain_6,43,Chain_6/43,33298,0.109266,ok,
Chain_6,44,Chain_6/44,33298,0.104387,ok,
Chain_6,45,Chain_6/45,5198,0.065931,ok,
Chain_6,46,Chain_6/46,3772,0.085465,ok,
Chain_6,47,Chain_6/47,235964,0.174558,ok,
Chain_6,48,Chain_6/48,315456,0.372886,ok,
Chain_6,49,Chain_6/49,87744,0.103527,ok,
Chain_6,50,Chain_6/50,2090913,0.558382,ok,
Chain_6,51,Chain_6/51,88724,0.371638,ok,
Chain_6,52,Chain_6/52,90548,0.230132,ok,
Chain_6,53,Chain_6/53,91815,0.134558,ok,
Chain_6,54,Chain_6/54,311690,0.397100,ok,
Chain_6,55,Chain_6/55,2097768,0.659310,ok,
Chain_6,56,Chain_6/56,2097768,0.665540,ok,
Chain_6,57,Chain_6/57,352874,0.219091,ok,
Chain_6,58,Chain_6/58,88724,0.343989,ok,
Chain_6,59,Chain_6/59,311690,0.419605,ok,
Chain_6,60,Chain_6/60,89265,0.356213,ok,
Chain_6,61,Chain_6/61,89245,0.249874,ok,
Chain_6,62,Chain_6/62,87744,0.109902,ok,
Chain_6,63,Chain_6/63,90620,0.140675,ok,
Chain_6,64,Chain_6/64,90548,0.217870,ok,
Chain_6,65,Chain_6/65,89265,0.375937,ok,
Chain_6,66,Chain_6/66,89265,0.379267,ok,
Chain_9,0,Chain_9/0,141,0.119115,ok,
Chain_9,1,Chain_9/1,732532,0.295257,ok,
Chain_9,2,Chain_9/2,40140332,2.942850,ok,
Chain_9,3,Chain_9/3,40140332,2.945865,ok,
Chain_9,4,Chain_9/4,2097111,1.277669,ok,
Chain_9,5,Chain_9/5,39823600,2.935594,ok,
Chain_9,6,Chain_9/6,733563,0.694658,ok,
Chain_9,7,Chain_9/7,40140332,2.880054,ok,
Chain_9,8,Chain_9/8,819911,0.377412,ok,
Chain_9,9,Chain_9/9,40140332,2.931221,ok,
Chain_9,10,Chain_9/10,717940,0.293070,ok,
Chain_9,11,Chain_9/11,717940,0.306038,ok,
Chain_9,12,Chain_9/12,39823600,2.842647,ok,
Chain_9,13,Chain_9/13,39823600,2.862481,ok,
Chain_9,14,Chain_9/14,40140332,2.808219,ok,
Chain_9,15,Chain_9/15,40140332,2.932918,ok,
Chain_9,16,Chain_9/16,40140332,2.869938,ok,
Chain_9,17,Chain_9/17,13831,0.192431,ok,
Chain_9,18,Chain_9/18,4443,0.138031,ok,
Chain_9,19,Chain_9/19,3895,0.138258,ok,
Chain_9,20,Chain_9/20,40140332,2.941987,ok,
Chain_9,21,Chain_9/21,40140332,2.945163,ok,
Chain_9,22,Chain_9/22,40140332,2.974099,ok,
Chain_9,23,Chain_9/23,4667,0.144919,ok,
Chain_9,24,Chain_9/24,858091,0.509824,ok,
Chain_9,25,Chain_9/25,39823600,2.930188,ok,
Chain_9,26,Chain_9/26,339987,0.220147,ok,
Chain_9,27,Chain_9/27,216557,0.382326,ok,
Chain_9,28,Chain_9/28,40140332,2.973395,ok,
Chain_9,29,Chain_9/29,295460,0.226621,ok,
Chain_9,30,Chain_9/30,40140332,2.883536,ok,
Chain_9,31,Chain_9/31,139618,0.170100,ok,
Chain_9,32,Chain_9/32,232349,0.157544,ok,
Chain_9,33,Chain_9/33,87977,0.159340,ok,
Chain_9,34,Chain_9/34,171520,0.585676,ok,
Chain_9,35,Chain_9/35,40140332,2.960513,ok,
Chain_9,36,Chain_9/36,295621,0.174929,ok,
Chain_9,37,Chain_9/37,2073957,1.337051,ok,
Chain_9,38,Chain_9/38,44067,0.151085,ok,
Chain_9,39,Chain_9/39,876758,0.382317,ok,
Chain_9,40,Chain_9/40,84151,0.449787,ok,
Chain_9,41,Chain_9/41,91764,0.219149,ok,
Chain_9,42,Chain_9/42,169085,0.237865,ok,
Chain_9,43,Chain_9/43,334174,0.214777,ok,
Graph_12,0,Graph_12/0,297890728,6.164216,ok,
Graph_3,0,Graph_3/0,188931,0.112866,ok,
Graph_3,1,Graph_3/1,188441,0.110951,ok,
Graph_3,2,Graph_3/2,188441,0.126521,ok,
Graph_3,3,Graph_3/3,188441,0.106031,ok,
Graph_3,4,Graph_3/4,188931,0.122318,ok,
Graph_3,5,Graph_3/5,188441,0.113741,ok,
Graph_3,6,Graph_3/6,188441,0.122244,ok,
Graph_3,7,Graph_3/7,188441,0.126998,ok,
Graph_3,8,Graph_3/8,188441,0.129336,ok,
Graph_3,9,Graph_3/9,188931,0.121094,ok,
Graph_3,10,Graph_3/10,188441,0.140474,ok,
Graph_3,11,Graph_3/11,188931,0.112458,ok,
Graph_3,12,Graph_3/12,188441,0.120272,ok,
Graph_3,13,Graph_3/13,16671,0.060099,ok,
Graph_3,14,Graph_3/14,188441,0.112817,ok,
Graph_3,15,Graph_3/15,188931,0.107825,ok,
Graph_3,16,Graph_3/16,188441,0.109060,ok,
Graph_3,17,Graph_3/17,188441,0.108238,ok,
Graph_3,18,Graph_3/18,101,0.060400,ok,
Graph_3,19,Graph_3/19,188931,0.111741,ok,
Graph_3,20,Graph_3/20,188441,0.112803,ok,
Graph_3,21,Graph_3/21,188931,0.116882,ok,
Graph_3,22,Graph_3/22,188441,0.110955,ok,
Graph_3,23,Graph_3/23,188441,0.106889,ok,
Graph_3,24,Graph_3/24,188931,0.111168,ok,
Graph_3,25,Graph_3/25,188441,0.104605,ok,
Graph_3,26,Graph_3/26,188931,0.107939,ok,
Graph_3,27,Graph_3/27,188931,0.134476,ok,
Graph_3,28,Graph_3/28,188931,0.107282,ok,
Graph_3,29,Graph_3/29,188441,0.106705,ok,
Graph_3,30,Graph_3/30,1129,0.131627,ok,
Graph_3,31,Graph_3/31,1122,0.127511,ok,
Graph_3,32,Graph_3/32,1122,0.122157,ok,
Graph_3,33,Graph_3/33,1122,0.126631,ok,
Graph_3,34,Graph_3/34,1122,0.130832,ok,
Graph_3,35,Graph_3/35,1122,0.126017,ok,
Graph_3,36,Graph_3/36,31514,0.072623,ok,
Graph_3,37,Graph_3/37,32137,0.073072,ok,
Graph_3,38,Graph_3/38,188931,0.125090,ok,
Graph_3,39,Graph_3/39,31059,0.066431,ok,
Graph_3,40,Graph_3/40,32137,0.077036,ok,
Graph_3,41,Graph_3/41,31868,0.102593,ok,
Graph_3,42,Graph_3/42,44219,0.084601,ok,
Graph_6,0,Graph_6/0,7597,0.095399,ok,
Graph_6,1,Graph_6/1,982058,0.299182,ok,
Graph_6,2,Graph_6/2,2100033,0.520861,ok,
Graph_6,3,Graph_6/3,2524753,0.599090,ok,
Graph_6,4,Graph_6/4,1223,0.168459,ok,
Graph_6,5,Graph_6/5,9265,0.079719,ok,
Graph_6,6,Graph_6/6,679249,0.381448,ok,
Graph_6,7,Graph_6/7,5578,0.466620,ok,
Graph_6,8,Graph_6/8,4955,0.080057,ok,
Graph_6,9,Graph_6/9,11902,0.231500,ok,
Graph_6,10,Graph_6/10,52316,0.079030,ok,
Graph_6,11,Graph_6/11,162286,0.964388,ok,
Graph_6,12,Graph_6/12,124402,0.151683,ok,
Graph_6,13,Graph_6/13,68615,0.410472,ok,
Graph_6,14,Graph_6/14,76999,0.757276,ok,
Graph_9,0,Graph_9/0,29726387,1.140479,ok,
Graph_9,1,Graph_9/1,29726387,1.140544,ok,
Graph_9,2,Graph_9/2,2954701,0.623837,ok,
Star_12,0,Star_12/0,,21.367415,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Star_12,1,Star_12/1,,21.467591,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Star_3,0,Star_3/0,16443,0.061109,ok,
Star_3,1,Star_3/1,188441,0.110761,ok,
Star_3,2,Star_3/2,188441,0.139563,ok,
Star_3,3,Star_3/3,188441,0.115115,ok,
Star_3,4,Star_3/4,188441,0.106936,ok,
Star_3,5,Star_3/5,188441,0.104375,ok,
Star_3,6,Star_3/6,188441,0.107638,ok,
Star_3,7,Star_3/7,188441,0.107426,ok,
Star_3,8,Star_3/8,188441,0.111713,ok,
Star_3,9,Star_3/9,188441,0.111728,ok,
Star_3,10,Star_3/10,188441,0.128533,ok,
Star_3,11,Star_3/11,188931,0.109982,ok,
Star_3,12,Star_3/12,188931,0.133056,ok,
Star_3,13,Star_3/13,188441,0.107934,ok,
Star_3,14,Star_3/14,188441,0.108302,ok,
Star_3,15,Star_3/15,188441,0.103728,ok,
Star_3,16,Star_3/16,188441,0.105789,ok,
Star_3,17,Star_3/17,188441,0.099764,ok,
Star_3,18,Star_3/18,188441,0.101723,ok,
Star_3,19,Star_3/19,188441,0.141068,ok,
Star_3,20,Star_3/20,188441,0.103835,ok,
Star_3,21,Star_3/21,188931,0.100915,ok,
Star_3,22,Star_3/22,188441,0.107903,ok,
Star_3,23,Star_3/23,188441,0.116541,ok,
Star_3,24,Star_3/24,188931,0.134382,ok,
Star_3,25,Star_3/25,188441,0.118136,ok,
Star_3,26,Star_3/26,188441,0.108240,ok,
Star_3,27,Star_3/27,188931,0.116290,ok,
Star_3,28,Star_3/28,3112,0.062944,ok,
Star_3,29,Star_3/29,188931,0.105183,ok,
Star_3,30,Star_3/30,188441,0.115528,ok,
Star_3,31,Star_3/31,188441,0.110798,ok,
Star_3,32,Star_3/32,188441,0.105093,ok,
Star_3,33,Star_3/33,188931,0.117054,ok,
Star_3,34,Star_3/34,188441,0.106925,ok,
Star_3,35,Star_3/35,188441,0.103415,ok,
Star_3,36,Star_3/36,188931,0.109654,ok,
Star_3,37,Star_3/37,188931,0.106604,ok,
Star_3,38,Star_3/38,188441,0.113063,ok,
Star_3,39,Star_3/39,31059,0.071661,ok,
Star_3,40,Star_3/40,19555,0.063280,ok,
Star_3,41,Star_3/41,31514,0.068562,ok,
Star_3,42,Star_3/42,31059,0.071957,ok,
Star_3,43,Star_3/43,31059,0.067177,ok,
Star_3,44,Star_3/44,31059,0.068067,ok,
Star_3,45,Star_3/45,31059,0.066959,ok,
Star_3,46,Star_3/46,31059,0.072905,ok,
Star_3,47,Star_3/47,31059,0.069511,ok,
Star_3,48,Star_3/48,31059,0.066670,ok,
Star_3,49,Star_3/49,34165,0.062802,ok,
Star_3,50,Star_3/50,31059,0.069499,ok,
Star_3,51,Star_3/51,31059,0.070236,ok,
Star_3,52,Star_3/52,31059,0.075642,ok,
Star_3,53,Star_3/53,31514,0.069498,ok,
Star_3,54,Star_3/54,19555,0.067991,ok,
Star_3,55,Star_3/55,31514,0.069011,ok,
Star_3,56,Star_3/56,19555,0.068847,ok,
Star_3,57,Star_3/57,31514,0.071179,ok,
Star_3,58,Star_3/58,17951,0.070810,ok,
Star_6,0,Star_6/0,123411,0.118973,ok,
Star_6,1,Star_6/1,123411,0.134531,ok,
Star_6,2,Star_6/2,123411,0.128999,ok,
Star_6,3,Star_6/3,135829,0.130083,ok,
Star_6,4,Star_6/4,135829,0.124612,ok,
Star_6,5,Star_6/5,123411,0.121124,ok,
Star_6,6,Star_6/6,135829,0.121577,ok,
Star_6,7,Star_6/7,123411,0.126549,ok,
Star_6,8,Star_6/8,2245,0.067844,ok,
Star_6,9,Star_6/9,2245,0.070084,ok,
Star_6,10,Star_6/10,2245,0.068117,ok,
Star_6,11,Star_6/11,2245,0.078284,ok,
Star_6,12,Star_6/12,5218571,0.756168,ok,
Star_6,13,Star_6/13,5218571,0.768052,ok,
Star_6,14,Star_6/14,5218571,0.739072,ok,
Star_6,15,Star_6/15,5218571,0.768349,ok,
Star_6,16,Star_6/16,5218571,0.745285,ok,
Star_6,17,Star_6/17,5218571,0.772138,ok,
Star_6,18,Star_6/18,5218571,0.762054,ok,
Star_6,19,Star_6/19,5218571,0.764243,ok,
Star_6,20,Star_6/20,84699,0.105759,ok,
Star_6,21,Star_6/21,5218571,0.762042,ok,
Star_6,22,Star_6/22,5218571,0.746887,ok,
Star_6,23,Star_6/23,5218571,0.737807,ok,
Star_6,24,Star_6/24,5218571,0.764319,ok,
Star_6,25,Star_6/25,5218571,0.784335,ok,
Star_6,26,Star_6/26,5218571,0.740010,ok,
Star_6,27,Star_6/27,5218571,0.761653,ok,
Star_6,28,Star_6/28,5218571,0.738211,ok,
Star_6,29,Star_6/29,5218571,0.752242,ok,
Star_6,30,Star_6/30,5218571,0.747696,ok,
Star_6,31,Star_6/31,5218571,0.754601,ok,
Star_6,32,Star_6/32,5218571,0.749821,ok,
Star_6,33,Star_6/33,134929,0.119731,ok,
Star_6,34,Star_6/34,255083,0.148479,ok,
Star_6,35,Star_6/35,78533,0.101315,ok,
Star_6,36,Star_6/36,5218571,0.758859,ok,
Star_6,37,Star_6/37,255083,0.145528,ok,
Star_6,38,Star_6/38,5218571,0.765429,ok,
Star_6,39,Star_6/39,255083,0.153550,ok,
Star_9,0,Star_9/0,,20.868663,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Star_9,1,Star_9/1,1170827,0.342867,ok,
Star_9,2,Star_9/2,1170827,0.349843,ok,
Star_9,3,Star_9/3,1299793,0.389796,ok,
Star_9,4,Star_9/4,1170827,0.363359,ok,
Star_9,5,Star_9/5,1170827,0.355405,ok,
Star_9,6,Star_9/6,1299793,0.409204,ok,
Star_9,7,Star_9/7,1170827,0.361925,ok,
Star_9,8,Star_9/8,1170827,0.356969,ok,
Star_9,9,Star_9/9,1170827,0.381623,ok,
Star_9,10,Star_9/10,1170827,0.360434,ok,
Star_9,11,Star_9/11,1170827,0.387686,ok,
Star_9,12,Star_9/12,585217,0.258932,ok,
Star_9,13,Star_9/13,1170827,0.364690,ok,
Star_9,14,Star_9/14,1170827,0.347373,ok,
Star_9,15,Star_9/15,48689,0.091988,ok,
Star_9,16,Star_9/16,48689,0.092880,ok,
Star_9,17,Star_9/17,1170827,0.347166,ok,
Star_9,18,Star_9/18,1170827,0.348975,ok,
Star_9,19,Star_9/19,1170827,0.354342,ok,
Star_9,20,Star_9/20,48689,0.095100,ok,
Star_9,21,Star_9/21,48689,0.088976,ok,
Tree_12,0,Tree_12/0,177788380,1.653274,ok,
Tree_12,1,Tree_12/1,184894549,6.141496,ok,
Tree_12,2,Tree_12/2,32937270,2.453986,ok,
Tree_12,3,Tree_12/3,68934106,2.483609,ok,
Tree_12,4,Tree_12/4,,20.306187,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,5,Tree_12/5,196153265,16.645818,ok,
Tree_12,6,Tree_12/6,2163758,0.543037,ok,
Tree_12,7,Tree_12/7,57076653,7.370640,ok,
Tree_12,8,Tree_12/8,,21.358001,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,9,Tree_12/9,175040526,3.968184,ok,
Tree_12,10,Tree_12/10,33927522,4.854364,ok,
Tree_12,11,Tree_12/11,88828929,3.407930,ok,
Tree_12,12,Tree_12/12,,20.988039,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,13,Tree_12/13,,22.048233,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,14,Tree_12/14,229937932,7.680446,ok,
Tree_12,15,Tree_12/15,,21.059582,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,16,Tree_12/16,,21.034895,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,17,Tree_12/17,10488,0.141002,ok,
Tree_12,18,Tree_12/18,3287109306,18.818184,ok,
Tree_12,19,Tree_12/19,2554386474,18.061699,ok,
Tree_12,20,Tree_12/20,78497,0.174702,ok,
Tree_12,21,Tree_12/21,,21.823727,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,22,Tree_12/22,5701512,0.480275,ok,
Tree_12,23,Tree_12/23,,21.921536,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,24,Tree_12/24,,21.433563,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,25,Tree_12/25,,20.952397,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,26,Tree_12/26,,20.315257,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 20.0 seconds"
Tree_12,27,Tree_12/27,6491258,0.645774,ok,
Tree_12,28,Tree_12/28,14769841,1.612116,ok,
Tree_12,29,Tree_12/29,81160,0.355770,ok,
Star_12,0,Star_12/0,,5.428699,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Star_12,1,Star_12/1,,5.395083,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Star_9,0,Star_9/0,,5.395145,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_12,4,Tree_12/4,,5.153325,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_12,8,Tree_12/8,,5.437791,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_12,12,Tree_12/12,,5.240713,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
Tree_12,13,Tree_12/13,,5.225717,failed,"TimeoutExpired: Command '['/home/zxz/miniGU_experiment_master/experiment/tools/duckdb', '/home/zxz/miniGU_experiment_master/experiment/run_tmp/aids_merged_predicates_truecard/aids.duckdb', '-csv', '-noheader']' timed out after 5.0 seconds"
