src,dst
469,3
470,5
471,101
472,151
473,61
474,57
475,121
476,202
477,172
478,118
479,7
480,165
481,200
482,199
483,44
484,5
487,170
489,200
490,151
491,166
492,74
493,209
494,213
496,1
497,118
498,101
499,149
500,216
501,216
502,217
504,149
505,213
506,208
507,46
508,111
509,15
510,215
511,211
512,205
513,221
514,213
515,118
518,119
519,221
520,221
521,95
522,95
524,207
525,165
526,126
527,7
528,18
529,225
530,224
531,223
532,209
533,222
534,220
535,216
536,213
537,212
538,206
539,205
540,203
541,196
542,195
543,194
544,192
545,183
546,181
547,173
549,166
550,231
551,161
552,156
553,155
554,152
555,146
556,229
558,220
559,134
560,130
561,128
562,125
563,124
564,118
565,217
566,185
567,216
568,134
569,224
570,235
571,216
572,54
573,226
574,200
575,162
576,5
577,9
578,22
579,207
580,3
581,224
582,137
583,229
584,118
585,170
586,22
587,22
588,240
589,226
591,196
592,238
593,232
594,47
595,47
596,7
597,170
598,138
599,202
600,56
601,22
602,22
603,171
604,161
605,3
607,243
608,243
610,138
611,50
612,226
613,56
614,242
615,130
616,130
617,216
618,73
619,86
621,165
622,165
623,81
624,73
625,139
626,1
627,91
628,261
629,257
630,260
631,176
632,231
633,130
634,130
635,263
636,256
637,264
638,258
639,261
640,262
641,262
642,261
643,262
644,257
645,197
646,204
647,248
648,196
649,207
650,250
652,47
653,85
654,271
655,57
656,254
661,32
662,274
663,269
664,43
665,275
666,274
667,274
668,179
669,222
670,176
671,56
672,22
673,22
674,276
675,268
676,279
677,121
678,270
680,271
681,190
682,214
683,288
684,224
685,224
686,216
687,216
688,259
689,263
690,287
691,244
692,78
693,7
694,265
695,18
696,12
697,70
698,31
699,252
700,171
701,28
702,294
704,290
705,14
706,16
707,299
708,237
709,302
710,301
711,117
712,242
713,246
714,271
715,65
716,22
717,302
718,19
719,18
720,42
721,178
722,175
723,290
724,35
725,230
726,151
727,119
728,283
729,262
730,57
731,244
732,196
733,221
734,163
735,218
736,76
737,213
738,213
739,232
740,310
744,121
745,312
746,24
747,297
748,203
749,261
750,5
751,114
754,313
755,317
756,317
757,319
758,3
759,99
761,316
765,277
766,318
768,134
769,22
771,80
772,301
773,244
775,99
776,316
777,220
778,194
779,318
780,198
781,317
782,116
783,323
784,309
785,263
786,262
792,282
795,305
796,225
797,46
798,283
799,269
800,307
801,320
802,338
803,337
804,294
805,322
806,338
814,62
815,213
816,138
817,138
818,3
819,274
821,340
822,340
823,274
824,269
825,305
826,333
827,329
829,125
830,125
831,338
832,322
833,272
834,171
835,161
836,222
837,222
839,86
840,85
841,284
842,207
843,283
844,307
845,305
846,331
847,309
848,223
849,346
855,235
856,238
857,315
859,230
860,306
861,346
862,114
864,340
865,349
866,222
867,222
868,146
869,146
870,7
871,151
872,207
873,346
874,7
876,275
877,279
878,56
879,328
880,130
881,322
882,346
884,333
885,323
886,350
888,349
889,349
890,154
891,98
892,80
893,59
894,171
895,272
896,353
897,305
898,121
899,110
900,307
901,119
902,120
903,123
904,121
905,118
906,18
907,331
909,205
910,22
911,360
912,322
913,173
914,13
915,50
916,135
918,362
919,119
920,261
921,314
922,262
923,5
927,182
928,363
930,363
934,282
935,363
937,363
938,363
939,119
940,367
941,372
942,244
943,22
945,371
946,80
947,62
949,207
950,188
951,246
952,374
953,376
954,188
955,358
956,373
957,375
958,374
959,354
960,369
961,373
963,377
964,378
965,261
966,371
967,117
968,221
970,372
973,379
974,378
976,381
978,258
984,305
985,298
986,290
987,287
988,283
989,278
990,277
991,276
992,270
993,267
994,274
995,180
996,367
997,359
998,258
999,249
1000,242
1001,264
1002,7
1004,370
1005,244
1006,306
1007,306
1008,262
1009,18
1010,381
1011,194
1012,200
1013,378
1014,377
1015,196
1016,196
1017,363
1019,7
1020,7
1021,363
1022,363
1023,247
1024,289
1025,238
1026,230
1027,224
1028,365
1029,216
1032,387
1036,381
1037,151
1038,119
1040,386
1041,98
1042,154
1043,15
1044,363
1045,370
1049,260
1050,259
1051,333
1052,393
1053,354
1054,173
1055,154
1056,359
1057,373
1058,378
1059,362
1060,363
1065,361
1066,343
1067,314
1068,392
1069,313
1070,101
1072,342
1073,30
1075,134
1076,385
1077,30
1078,396
1079,398
1080,263
1081,399
1082,213
1083,22
1085,382
1086,154
1087,294
1088,396
1089,11
1090,395
1091,293
1092,192
1093,154
1094,262
1095,376
1096,96
1097,197
1098,204
1099,401
1100,410
1101,66
1102,412
1103,395
1104,179
1106,396
1107,137
1108,381
1109,369
1110,369
1111,346
1112,5
1113,415
1114,417
1115,135
1116,135
1117,383
1118,416
1119,416
1121,378
1122,377
1123,405
1124,419
1125,402
1126,377
1127,373
1128,6
1131,404
1132,423
1133,363
1134,423
1135,395
1136,395
1137,412
1138,418
1139,418
1140,399
1141,424
1142,130
1143,398
1145,400
1146,408
1147,406
1148,424
1149,425
1150,406
1151,429
1152,423
1153,432
1154,432
1155,113
1156,346
1157,432
1158,423
1159,435
1160,434
1161,56
1162,423
1163,435
1164,207
1165,188
1166,432
1167,435
1168,434
1169,165
1170,423
1172,441
1173,428
1174,434
1175,420
1176,419
1177,408
1178,399
1179,406
1181,443
1182,443
1184,439
1185,437
1187,342
1188,396
1193,424
1194,127
1195,446
1196,261
1197,257
1198,262
1199,314
1201,365
1202,418
1203,398
1204,408
1205,399
1206,443
1207,448
1212,367
1213,191
1214,191
1215,455
1216,200
1217,194
1218,244
1219,3
1220,5
1221,56
1222,22
1223,22
1224,13
1225,456
1226,386
1227,200
1228,438
1229,188
1230,455
1231,199
1232,315
1233,363
1234,363
1236,7
1237,7
1238,461
1239,464
1240,450
1241,461
1242,462
1243,423
1244,393
1245,370
1246,433
1247,464
1248,459
1249,363
1250,363
1251,118
1253,370
1254,363
1255,471
1256,61
1257,41
1258,432
1259,423
1260,435
1261,424
1262,425
1263,445
1264,439
1265,1
1266,6
1267,6
1268,435
1269,433
1270,131
1271,472
1272,470
1274,470
1275,185
1276,460
1277,429
1279,362
1280,419
1281,420
1282,378
1283,213
1284,459
1285,458
1286,474
1287,457
1289,224
1290,224
1291,224
1292,476
1293,475
1296,381
1297,474
1299,359
1300,300
1301,331
1303,423
1304,244
1305,238
1306,117
1307,114
1308,363
1310,393
1311,244
1312,174
1313,170
1314,473
1315,432
1316,39
1317,479
1318,414
1319,415
1320,181
1321,479
1322,459
1323,482
1324,461
1325,363
1326,7
1327,168
1328,124
1331,480
1332,482
1333,481
1335,170
1336,470
1337,482
1338,261
1339,485
1340,181
1341,423
1342,411
1343,463
1344,224
1345,244
1346,238
1347,137
1348,18
1349,12
1350,19
1351,387
1352,36
1353,63
1354,105
1355,108
1356,103
1357,103
1358,5
1359,492
1360,486
1361,487
1362,151
1363,121
1364,497
1366,433
1367,490
1368,56
1369,348
1370,503
1371,168
1372,179
1373,497
1374,505
1375,501
1376,494
1377,385
1378,500
1379,499
1381,465
1382,298
1383,500
1384,494
1385,462
1388,498
1389,509
1390,507
1391,495
1392,508
1393,485
1394,485
1395,510
1396,509
1397,507
1398,507
1400,396
1401,507
1403,396
1404,507
1405,479
1406,511
1407,455
1408,498
1409,496
1410,512
1411,485
1412,162
1413,288
1414,396
1416,513
1417,506
1419,26
1420,510
1421,259
1422,339
1423,485
1424,485
1427,21
1428,21
1429,39
1430,93
1431,321
1432,517
1433,498
1434,520
1435,521
1437,77
1438,84
1439,89
1440,63
1441,368
1443,36
1444,363
1445,118
1446,118
1447,507
1448,490
1449,411
1450,362
1451,429
1452,278
1453,300
1454,36
1456,6
1457,6
1458,421
1459,422
1460,440
1461,5
1462,16
1463,297
1464,24
1467,6
1468,6
1472,338
1473,36
1474,524
1475,99
1476,316
1478,171
1479,177
1480,174
1481,370
1482,525
1483,47
1484,520
1486,522
1489,257
1490,525
1492,519
1493,526
1494,524
1495,525
1496,511
1497,510
1498,525
1499,26
1500,506
1501,506
1502,292
1503,416
1505,523
1506,526
1507,61
1508,526
1509,104
1510,511
1511,370
1512,63
1513,151
1514,529
1515,494
1516,162
1517,155
1518,386
1520,530
1521,532
1522,534
1524,537
1525,443
1526,530
1527,537
1528,76
1529,81
1530,534
1531,539
1534,541
1535,528
1536,10
1537,388
1538,499
1540,323
1541,317
1542,544
1544,542
1546,538
1548,546
1549,534
1550,423
1551,424
1552,425
1553,546
1554,481
1555,547
1556,499
1557,486
1559,485
1560,480
1561,459
1562,421
1563,418
1564,414
1565,411
1566,409
1567,372
1568,362
1569,346
1572,321
1573,312
1574,288
1575,463
1576,465
1577,213
1578,501
1579,516
1580,541
1582,520
1583,518
1584,518
1585,183
1586,432
1587,435
1588,425
1589,363
1590,541
1591,534
1592,521
1593,538
1594,545
1595,530
1596,482
1597,424
1598,547
1599,517
1600,517
1601,55
1602,49
1603,32
1605,549
1606,547
1607,537
1609,538
1610,540
1611,548
1612,550
1613,534
1614,538
1615,499
1616,515
1617,550
1618,541
1619,539
1620,519
1621,301
1622,299
1623,298
1624,517
1626,276
1627,553
1628,513
1629,292
1630,556
1631,210
1632,209
1633,539
1634,207
1635,435
1636,433
1637,425
1638,424
1639,423
1640,555
1641,555
1642,557
1643,435
1645,425
1646,455
1648,557
1649,556
1650,61
1651,532
1652,559
1653,537
1654,522
1656,562
1657,562
1658,562
1659,560
1660,558
1662,562
1663,562
1664,565
1665,566
1666,562
1667,562
1668,565
1669,566
1670,424
1671,31
1672,101
1673,569
1674,31
1675,31
1676,187
1677,569
1678,181
1679,319
1680,568
1681,570
1682,561
1683,288
1684,514
1686,552
1687,516
1688,486
1690,555
1692,423
1694,563
1695,577
1696,1
1698,541
1699,534
1700,517
1701,414
1702,311
1703,563
1704,532
1705,505
1706,423
1707,577
1708,268
1709,435
1710,433
1711,581
1712,579
1713,577
1714,577
1715,121
1716,120
1717,118
1718,118
1719,548
1720,553
1721,553
1722,483
1729,583
1730,579
1731,557
1732,530
1733,93
1734,216
1735,93
1736,26
1737,583
1738,587
1739,577
1740,560
1741,411
1743,585
1744,589
1745,542
1746,531
1747,566
1748,587
1749,276
1751,583
1752,587
1755,529
1756,583
1757,527
1758,578
1760,558
1761,557
1762,555
1763,206
1764,209
1765,421
1767,585
1768,555
1769,427
1770,557
1771,478
1772,583
1773,587
1774,589
1775,121
1777,588
1778,512
1779,496
1780,492
1781,378
1782,379
1783,594
1784,575
1785,600
1786,599
1787,594
1788,587
1789,561
1793,585
1794,604
1795,596
1796,72
1797,526
1799,505
1801,586
1802,597
1803,603
1804,577
1805,593
1806,6
1807,607
1808,13
1810,320
1811,307
1812,603
1813,577
1814,31
1815,31
1816,3
1817,593
1818,527
1819,555
1820,555
1821,557
1822,572
1823,534
1824,534
1825,3
1826,606
1827,501
1828,417
1829,439
1830,6
1831,6
1832,413
1833,607
1834,411
1836,434
1837,496
1838,532
1839,538
1840,610
1841,492
1843,22
1844,3
1845,42
1848,502
1849,504
1850,495
1851,114
1852,306
1853,242
1854,13
1855,6
1860,570
1861,599
1862,608
1863,579
1864,611
1865,600
1866,609
1867,577
1868,594
1869,599
1870,575
1874,558
1875,608
1876,512
1877,3
1878,9
1879,594
1880,599
1881,118
1882,151
1883,615
1884,614
1885,617
1887,598
1888,613
1889,36
1890,482
1891,322
1892,303
1893,558
1894,33
1895,33
1898,50
1899,2
1900,206
1901,109
1905,118
1906,539
1907,411
1908,411
1909,617
1910,616
1911,614
1912,614
1913,614
1914,616
1915,621
1916,618
1918,457
1920,373
1921,261
1922,262
1923,263
1924,365
1925,392
1926,314
1927,257
1928,274
1929,611
1930,389
1931,182
1932,612
1933,165
1935,623
1936,366
1937,182
1938,389
1939,175
1940,622
1941,490
1942,606
1943,622
1944,625
1945,625
1946,626
1947,129
1948,132
1949,150
1950,161
1951,217
1952,228
1953,217
1956,318
1957,607
1958,477
1959,223
1960,331
1961,305
1962,131
1963,613
1964,608
1965,608
1966,628
1967,6
1968,620
1969,621
1970,616
1971,617
1972,93
1974,632
1975,614
1976,566
1977,567
1978,59
1979,634
1980,634
1981,636
1982,634
1983,635
1984,635
1985,637
1986,636
1987,637
1989,633
1990,636
1991,72
1992,38
1993,640
1994,26
1995,131
1996,622
1997,93
1998,599
1999,594
2000,608
2001,638
2002,577
2003,363
2004,423
2005,114
2006,416
2007,274
2008,371
2009,640
2010,599
2011,126
2012,76
2013,643
2014,269
2015,269
2016,416
2017,643
2018,641
2019,641
2020,298
2021,299
2022,640
2023,641
2024,632
2025,85
2026,650
2027,644
2028,416
2030,648
2031,177
2032,646
2036,398
2037,396
2039,85
2040,421
2041,421
2043,656
2044,643
2045,648
2049,357
2051,384
2052,89
2053,522
2054,64
2055,64
2056,637
2057,661
2059,226
2060,282
2061,652
2062,662
2063,663
2064,627
2065,635
2067,139
2068,634
2069,635
2070,483
2071,131
2072,25
2073,32
2074,375
2075,474
2076,380
2077,664
2078,550
2079,661
2080,170
2081,170
2082,261
2083,314
2084,181
2085,187
2086,329
2087,222
2088,226
2089,282
2090,638
2091,644
2092,654
2093,653
2094,608
2095,608
2096,667
2097,640
2101,202
2103,631
2104,167
2105,531
2107,665
2108,658
2109,648
2111,5
2112,3
2115,648
2116,658
2117,681
2118,650
2119,665
2120,675
2121,673
2122,680
2123,645
2124,665
2125,661
2127,651
2129,658
2130,650
2133,684
2134,22
2135,468
2139,672
2142,681
2143,303
2144,356
2145,673
2146,667
2147,151
2149,628
2150,622
2151,685
2152,93
2154,411
2155,600
2157,238
2158,692
2159,692
2160,411
2161,628
2162,628
2163,32
2164,675
2165,640
2166,411
2167,677
2172,694
2173,349
2175,699
2176,174
2177,470
2178,567
2180,352
2181,658
2182,702
2183,608
2184,608
2185,322
2186,322
2188,423
2189,665
2190,665
2191,138
2192,138
2193,375
2194,30
2195,155
2196,155
2197,222
2198,222
2199,570
2200,705
2201,692
2202,702
2203,76
2204,693
2205,674
2206,678
2207,706
2208,691
2209,118
2210,151
2211,121
2212,120
2213,673
2214,707
2215,151
2216,319
2217,346
2218,121
2219,120
2220,346
2221,346
2222,22
2223,692
2224,50
2225,43
2226,672
2227,708
2229,685
2231,644
2234,615
2237,717
2238,575
2239,175
2240,721
2241,718
2242,724
2243,682
2244,485
2245,485
2246,727
2247,730
2248,730
2249,729
2250,723
2251,30
2252,55
2253,435
2254,425
2255,546
2256,726
2258,729
2259,727
2260,732
2261,728
2263,730
2264,726
2265,726
2266,732
2267,729
2268,728
2269,727
2270,734
2271,176
2272,56
2273,434
2274,22
2275,22
2277,427
2278,101
2279,295
2280,313
2281,675
2283,363
2284,363
2285,738
2286,694
2287,656
2288,694
2289,73
2290,730
2292,726
2293,727
2294,738
2295,744
2296,732
2297,710
2298,726
2299,652
2300,730
2301,495
2302,125
2303,423
2304,423
2305,103
2306,105
2307,78
2308,53
2309,73
2310,139
2311,144
2312,726
2313,213
2314,738
2315,623
2316,722
2317,389
2318,182
2319,177
2320,175
2321,672
2322,650
2323,686
2324,689
2325,730
2326,753
2327,739
2328,755
2332,73
2333,754
2334,748
2335,750
2336,759
2337,733
2338,749
2339,758
2340,749
2341,760
2342,761
2343,761
2344,674
2345,695
2346,682
2347,646
2348,743
2349,642
2350,725
2351,624
2353,625
2354,24
2355,608
2356,434
2357,490
2358,606
2359,721
2360,721
2361,759
2362,730
2363,727
2364,753
2365,739
2366,732
2367,727
2368,728
2369,739
2370,744
2371,750
2372,729
2373,751
2374,752
2376,118
2377,748
2378,3
2379,3
2380,5
2381,729
2382,763
2383,763
2384,644
2385,653
2386,654
2387,707
2388,741
2389,764
2390,693
2391,766
2392,628
2393,695
2394,715
2395,730
2396,675
2398,730
2399,726
2400,726
2401,739
2402,728
2403,744
2404,329
2405,328
2406,726
2407,687
2409,3
2410,775
2411,774
2412,694
2413,728
2414,744
2415,764
2416,772
2418,434
2419,767
2420,772
2421,665
2422,675
2425,693
2426,776
2427,643
2428,738
2429,777
2430,625
2431,252
2432,121
2433,777
2434,760
2435,777
2436,775
2437,779
2439,780
2440,726
2441,726
2442,783
2443,693
2444,767
2445,773
2446,786
2447,750
2448,748
2449,746
2450,730
2451,727
2452,744
2453,730
2454,744
2455,760
2456,778
2457,229
2458,786
2459,775
2460,750
2461,729
2462,780
2463,779
2464,582
2465,577
2466,767
2467,723
2469,675
2470,665
2471,779
2472,767
2473,652
2474,652
2475,675
2476,748
2477,767
2478,767
2479,739
2480,411
2481,428
2482,762
2483,760
2484,744
2485,796
2486,324
2487,326
2490,15
2491,174
2492,797
2493,796
2494,798
2495,792
2496,182
2497,803
2498,5
2499,656
2500,720
2501,797
2502,744
2503,739
2504,738
2505,753
2506,786
2507,748
2508,751
2509,755
2510,783
2511,726
2512,804
2513,423
2516,720
2517,552
2518,644
2519,305
2520,638
2521,730
2522,744
2523,677
2524,697
2525,329
2526,798
2528,730
2529,726
2530,730
2531,792
2532,815
2533,794
2534,802
2535,794
2536,736
2537,726
2538,752
2539,811
2540,813
2541,794
2542,787
2543,817
2544,802
2545,782
2546,820
2547,815
2548,628
2552,820
2555,829
2556,816
2557,824
2559,827
2560,828
2561,752
2562,748
2563,820
2565,822
2566,831
2567,827
2568,730
2570,833
2571,812
2572,744
2573,738
2574,752
2575,753
2576,786
2577,729
2578,732
2579,813
2580,737
2581,823
2582,727
2583,739
2584,728
2585,794
2586,783
2587,754
2588,822
2589,820
2590,755
2591,833
2592,764
2593,825
2595,73
2596,764
2597,799
2598,841
2599,842
2600,825
2601,586
2602,821
2603,841
2604,845
2605,847
2606,817
2607,841
2608,845
2609,846
2610,834
2611,73
2612,510
2613,797
2614,804
2615,753
2616,800
2617,680
2618,731
2619,2
2620,829
2621,682
2622,680
2623,730
2624,744
2625,829
2626,783
2627,816
2628,5
2629,824
2630,824
2631,684
2632,778
2633,824
2634,817
2635,802
2636,845
2637,844
2638,845
2639,860
2641,721
2642,39
2643,39
2644,861
2645,229
2647,858
2648,734
2650,833
2651,803
2652,856
2653,73
2656,844
2657,834
2658,833
2659,779
2660,859
2661,764
2662,764
2663,26
2664,860
2665,680
2669,865
2670,866
2671,864
2672,862
2673,753
2674,739
2675,867
2676,794
2677,737
2678,867
2679,865
2680,660
2683,669
2684,866
2685,866
2686,859
2687,859
2689,779
2690,677
2691,660
2692,869
2696,665
2697,665
2698,675
2699,673
2700,761
2701,827
2702,730
2703,744
2706,647
2707,640
2708,875
2709,872
2710,877
2711,876
2712,874
2713,866
2714,875
2715,871
2716,812
2717,876
2718,859
2719,739
2720,726
2721,844
2723,177
2724,182
2725,537
2726,540
2727,571
2728,849
2729,727
2730,862
2731,871
2733,859
2734,863
2735,879
2736,678
2737,791
2738,765
2739,730
2740,151
2741,176
2742,282
2743,252
2744,684
2745,163
2746,687
2747,862
2748,884
2749,16921
2750,878
2751,835
2752,814
2753,809
2754,808
2755,788
2756,785
2757,751
2758,737
2759,755
2760,786
2761,752
2765,871
2766,884
2767,866
2768,875
2770,884
2771,868
2772,868
2773,884
2775,73
2776,73
2777,880
2778,880
2779,490
2780,490
2781,726
2782,726
2783,730
2784,744
2785,871
2786,871
2787,870
2788,870
2789,881
2790,882
2791,784
2792,662
2793,813
2794,825
2795,827
2796,828
2797,878
2799,305
2800,594
2801,599
2802,577
2803,767
2804,575
2805,557
2808,822
2812,886
2813,744
2815,752
2816,893
2817,886
2818,870
2820,886
2821,894
2825,883
2830,824
2831,757
2832,76
2835,900
2836,73
2837,898
2838,898
2840,899
2841,884
2842,16921
2843,825
2844,813
2846,904
2847,905
2848,897
2849,904
2850,893
2852,13
2853,590
2854,611
2856,893
2857,868
2858,878
2859,911
2860,913
2861,875
2862,914
2864,869
2865,916
2866,560
2867,307
2868,902
2869,867
2870,867
2871,864
2872,863
2873,898
2875,910
2876,920
2878,895
2880,918
2881,890
2882,872
2883,875
2885,930
2886,927
2887,575
2888,760
2893,927
2894,932
2897,926
2898,886
2899,221
2900,221
2901,439
2902,886
2903,886
2904,929
2905,929
2906,927
2907,926
2908,927
2912,917
2917,876
2927,902
2928,86
2929,934
2930,886
2931,918
2932,126
2933,126
2934,709
2935,563
2936,920
2937,898
2938,927
2939,884
2940,894
2942,945
2943,937
2944,927
2948,947
2949,942
2952,726
2953,730
2954,744
2962,399
2963,942
2965,711
2969,117
2972,3
2973,5
2974,3
2975,7
2976,170
2977,470
2978,917
2979,917
2980,949
2981,949
2982,937
2983,689
2984,378
2985,876
2986,874
2989,918
2990,932
2991,941
2993,949
2994,838
2995,944
2996,947
2997,927
2998,931
2999,583
3000,16
3001,399
3002,396
3003,398
3004,448
3005,165
3006,916
3007,362
3008,429
3009,927
3010,931
3012,954
3014,568
3015,792
3016,952
3017,815
3018,782
3019,945
3020,954
3021,944
3022,875
3023,871
3027,940
3029,665
3030,947
3032,905
3033,897
3034,942
3035,927
3036,962
3037,965
3038,608
3039,963
3041,739
3042,752
3043,942
3044,728
3045,729
3046,729
3047,750
3048,823
3049,754
3051,607
3052,927
3053,927
3054,936
3055,971
3056,960
3058,919
3059,908
3060,956
3061,853
3062,851
3063,819
3064,961
3065,964
3066,962
3067,870
3069,944
3070,972
3072,929
3073,540
3074,973
3077,966
3078,927
3079,592
3080,958
3081,50
3082,485
3083,602
3084,914
3085,960
3086,908
3087,654
3088,579
3089,421
3090,421
3091,971
3092,961
3093,961
3094,956
3095,421
3097,940
3098,905
3100,978
3101,982
3102,981
3103,981
3104,889
3106,973
3107,971
3108,961
3110,898
3112,16921
3113,866
3114,982
3116,753
3119,835
3121,754
3122,982
3123,971
3124,986
3125,971
3126,973
3127,7
3128,7
3129,660
3130,660
3131,789
3132,620
3133,617
3134,614
3135,614
3136,588
3138,997
3139,997
3141,328
3142,328
3143,234
3144,851
3145,38
3146,993
3148,726
3149,730
3150,744
3151,1000
3152,758
3153,1001
3154,609
3155,21
3156,293
3157,293
3158,871
3159,1003
3161,139
3162,138
3163,138
3164,202
3165,211
3166,140
3167,253
3168,142
3169,657
3170,668
3171,1005
3172,1004
3175,457
3176,924
3177,911
3178,192
3179,752
3180,1009
3181,634
3182,1001
3183,1001
3184,1004
3185,964
3186,964
3187,875
3188,884
3189,924
3190,924
3191,1004
3192,1014
3193,1014
3194,884
3195,16921
3198,965
3199,1011
3200,1011
3201,1014
3202,1014
3204,982
3205,981
3209,973
3210,1009
3211,1010
3212,971
3213,1004
3214,1024
3215,615
3216,483
3217,1026
3219,658
3220,1024
3221,362
3222,429
3225,1023
3226,903
3227,997
3228,1030
3230,1026
3231,997
3232,1026
3233,926
3234,997
3235,973
3236,1021
3237,1020
3238,1019
3239,1018
3241,607
3242,981
3243,980
3244,1016
3245,1026
3246,417
3247,1032
3248,656
3257,915
3259,421
3264,1026
3265,328
3266,328
3267,506
3270,1012
3271,1015
3272,1039
3273,932
3274,1026
3275,1004
3276,981
3277,982
3278,1006
3279,1006
3280,1014
3282,1031
3283,1040
3284,1040
3285,76
3286,827
3287,1048
3288,575
3289,575
3290,1049
3291,470
3292,1005
3293,294
3294,973
3295,170
3296,174
3297,905
3298,905
3299,627
3300,774
3301,770
3302,772
3303,799
3304,764
3305,883
3306,882
3307,881
3309,1050
3310,1035
3311,916
3312,138
3313,170
3314,170
3315,1051
3316,506
3317,1045
3318,744
3319,926
3320,997
3321,281
3322,1047
3323,728
3324,739
3325,755
3326,1041
3327,253
3328,1029
3329,1023
3330,1057
3331,93
3332,1058
3333,968
3334,967
3335,813
3336,753
3337,894
3338,884
3339,893
3340,728
3341,1030
3342,1031
3343,170
3344,1046
3345,659
3346,1061
3347,1061
3348,1061
3349,255
3350,1061
3351,1055
3352,170
3353,614
3354,5
3355,367
3356,1061
3357,282
3358,1056
3359,1061
3360,1060
3361,1060
3362,973
3363,973
3364,1063
3365,893
3367,1061
3368,1060
3369,1060
3370,986
3371,961
3372,961
3373,758
3374,723
3375,758
3376,749
3377,723
3378,1061
3383,730
3390,370
3397,1065
3398,884
3399,16921
3400,1049
3401,825
3402,825
3403,739
3404,752
3405,786
3406,729
3407,1065
3408,732
3409,878
3410,967
3411,968
3412,1064
3414,1068
3415,170
3416,893
3417,622
3418,1026
3419,794
3420,1070
3421,783
3422,125
3423,1066
3424,1072
3425,1070
3426,652
3427,421
3428,980
3429,373
3430,373
3432,222
3435,222
3436,1063
3437,1065
3438,544
3439,378
3440,1073
3441,1069
3442,146
3443,1079
3444,910
3445,1055
3446,842
3447,1004
3448,825
3449,827
3450,576
3451,608
3452,21
3453,949
3454,176
3455,363
3456,884
3458,894
3460,1069
3461,411
3462,600
3463,577
3464,767
3465,1061
3466,1081
3467,825
3468,825
3469,1081
3470,1081
3471,1058
3472,430
3473,226
3475,1084
3476,1083
