src,dst
1385,438
1386,795
1387,795
1389,189
1390,485
1391,183
1392,582
1393,352
1395,807
1396,319
1397,603
1398,812
1399,364
1401,601
1402,438
1403,666
1404,352
1406,352
1407,189
1408,61
1409,183
1410,183
1411,183
1412,196
1413,196
1414,603
1415,223
1416,251
1417,223
1418,251
1419,251
1420,251
1421,601
1423,749
1424,1356
1425,805
1426,319
1427,394
1428,159
1429,795
1430,352
1431,223
1432,196
1433,438
1434,830
1435,521
1436,830
1438,8
1439,665
1440,183
1441,352
1442,159
1443,521
1444,159
1445,223
1447,6967
1449,223
1450,485
1451,5
1452,251
1453,251
1454,247
1455,253
1456,251
1458,148
1459,833
1460,834
1462,6967
1463,601
1464,334
1465,279
1466,56
1467,291
1468,223
1469,511
1470,561
1471,840
1472,159
1473,251
1474,291
1476,319
1478,795
1480,394
1481,226
1482,251
1483,251
1484,339
1485,851
1486,438
1487,213
1488,213
1489,196
1490,213
1491,5
1492,167
1493,852
1494,8
1495,665
1496,8
1497,159
1498,94
1499,22
1500,22
1501,114
1502,394
1503,5
1504,5
1505,287
1506,251
1507,6967
1509,226
1510,251
1511,601
1512,61
1513,125
1514,856
1515,795
1516,858
1517,857
1519,830
1520,862
1521,485
1522,183
1523,74
1524,339
1525,74
1526,223
1527,183
1528,17
1529,8
1530,609
1531,588
1532,251
1533,339
1534,867
1537,8
1538,650
1539,223
1540,870
1541,869
1542,125
1544,601
1545,702
1546,5
1547,339
1548,873
1549,8
1550,873
1551,5
1553,251
1554,795
1555,559
1556,559
1557,795
1558,880
1559,880
1560,223
1561,876
1563,511
1565,601
1566,881
1567,196
1568,572
1569,511
1570,159
1571,291
1573,319
1576,776
1577,334
1579,183
1580,183
1581,287
1582,251
1583,196
1584,339
1585,159
1586,601
1587,887
1588,8
1589,601
1590,888
1593,521
1594,702
1595,890
1596,183
1597,183
1598,8
1599,449
1600,319
1601,445
1602,887
1604,847
1605,666
1607,251
1608,279
1609,251
1610,110
1611,572
1612,251
1613,5
1614,601
1615,394
1616,900
1617,364
1619,830
1620,110
1621,511
1622,795
1624,850
1626,394
1628,183
1629,183
1630,159
1631,183
1632,251
1633,830
1634,419
1635,196
1636,196
1637,199
1638,199
1639,159
1641,702
1642,702
1643,442
1644,887
1645,1356
1646,183
1647,159
1648,5
1649,364
1652,702
1653,485
1655,919
1656,334
1657,919
1658,887
1659,919
1660,559
1663,927
1664,8
1665,8
1666,919
1667,110
1668,110
1669,74
1670,110
1671,110
1672,110
1673,110
1674,511
1675,110
1676,110
1677,183
1678,183
1680,485
1681,511
1682,887
1683,887
1684,939
1685,799
1686,334
1687,937
1688,573
1689,144
1690,942
1692,495
1693,251
1694,942
1695,8
1696,942
1697,389
1698,511
1699,862
1700,139
1701,881
1702,88
1706,5
1708,952
1709,198
1710,582
1711,582
1712,88
1713,339
1714,957
1716,8
1717,339
1718,919
1719,59
1720,159
1721,282
1722,959
1723,805
1724,805
1725,183
1726,128
1727,961
1728,438
1729,913
1730,251
1731,183
1732,887
1733,887
1734,961
1735,962
1736,172
1738,279
1739,279
1740,364
1741,8
1742,247
1743,887
1744,183
1745,729
1746,251
1747,857
1748,196
1749,196
1750,196
1753,968
1754,71
1755,8
1756,795
1757,569
1760,74
1761,253
1762,279
1763,183
1764,144
1765,88
1766,419
1767,521
1769,339
1771,8
1772,956
1773,977
1774,159
1775,170
1776,962
1778,601
1779,419
1780,114
1781,919
1782,8
1783,521
1784,919
1785,183
1787,253
1788,561
1789,979
1790,979
1791,88
1792,25
1794,339
1795,919
1797,601
1798,88
1799,835
1800,919
1801,919
1802,919
1803,573
1804,919
1805,561
1806,159
1807,850
1810,25
1811,521
1812,339
1813,986
1814,183
1815,174
1816,8
1817,521
1818,588
1819,561
1820,8
1821,521
1822,283
1823,183
1824,979
1825,364
1826,5
1828,5
1829,988
1831,5
1832,447
1834,334
1835,521
1836,919
1837,919
1838,990
1839,183
1840,88
1841,990
1842,8
1843,442
1844,25
1845,339
1846,795
1847,101
1848,991
1849,279
1850,559
1852,795
1853,795
1854,961
1855,495
1856,930
1857,5
1858,88
1860,78
1861,279
1862,840
1863,993
1864,183
1865,994
1866,253
1867,253
1868,183
1869,995
1870,253
1871,601
1872,597
1873,997
1874,996
1875,997
1876,183
1877,339
1878,223
1879,183
1880,183
1881,582
1882,830
1883,273
1884,994
1885,930
1887,930
1888,930
1889,334
1890,88
1891,521
1892,183
1893,5
1894,334
1895,1001
1896,339
1897,8
1898,253
1899,521
1900,521
1901,919
1902,521
1903,919
1904,5
1905,334
1906,5
1907,5
1908,5
1909,183
1910,5
1911,919
1912,5
1914,1004
1915,1007
1916,919
1917,251
1918,251
1919,11
1920,11
1921,364
1922,251
1923,511
1925,419
1926,279
1927,1011
1928,251
1930,1013
1931,919
1932,881
1933,881
1934,919
1935,561
1936,530
1938,159
1939,521
1940,251
1942,183
1943,251
1944,582
1945,251
1946,88
1947,223
1948,603
1949,603
1950,88
1951,364
1952,364
1953,449
1954,521
1955,174
1957,919
1958,5
1959,919
1961,253
1962,251
1963,919
1964,1025
1965,795
1966,961
1967,919
1968,1028
1969,795
1970,168
1971,168
1972,1029
1973,603
1974,253
1975,603
1976,561
1977,881
1978,881
1979,183
1980,183
1981,183
1982,251
1983,5
1984,88
1985,334
1986,919
1987,603
1988,666
1989,930
1990,930
1991,666
1992,1033
1993,8
1994,1034
1995,835
1996,74
1997,251
1998,835
2001,601
2003,364
2004,1036
2005,5186
2006,485
2007,1026
2008,253
2010,862
2012,74
2013,930
2016,183
2017,183
2018,183
2020,183
2021,979
2022,183
2026,635
2027,601
2029,22
2030,881
2031,1048
2032,1049
2033,1043
2034,919
2035,1043
2036,251
2038,862
2039,183
2040,930
2042,930
2043,930
2045,919
2048,976
2049,976
2050,976
2051,930
2053,25
2054,1068
2055,1036
2056,187
2057,919
2058,919
2059,1072
2060,881
2061,183
2062,253
2063,401
2064,401
2065,521
2066,956
2067,442
2068,601
2069,521
2070,364
2071,449
2072,5
2073,795
2074,919
2075,253
2076,1076
2077,5
2078,511
2079,511
2080,919
2081,919
2082,603
2084,511
2085,108
2086,840
2087,253
2088,183
2089,1080
2090,183
2091,862
2092,862
2093,937
2096,339
2097,88
2099,666
2100,183
2101,5
2102,919
2103,919
2104,1084
2105,279
2106,966
2107,705
2108,428
2110,5
2111,795
2112,930
2114,495
2115,930
2116,840
2117,930
2118,253
2119,1356
2121,1090
2123,795
2124,170
2125,74
2127,521
2128,183
2129,25
2130,1043
2131,861
2132,196
2133,930
2134,1091
2135,339
2136,930
2137,930
2138,442
2140,1094
2141,279
2143,601
2144,364
2145,919
2146,1098
2147,919
2148,401
2149,5
2150,74
2152,1036
2153,339
2154,588
2155,930
2156,930
2157,88
2158,174
2159,1105
2160,930
2163,174
2166,5
2167,5
2168,881
2169,795
2170,1036
2171,1106
2172,5
2173,74
2174,22
2175,2000000001
2176,1107
2177,1107
2178,930
2179,88
2180,881
2181,1356
2184,601
2185,1106
2186,930
2187,339
2188,930
2189,339
2191,174
2192,956
2193,1098
2194,1098
2195,1098
2196,930
2197,1117
2198,862
2199,74
2200,795
2201,183
2202,1112
2203,1118
2204,159
2205,961
2206,88
2207,1119
2208,1119
2209,1119
2210,1119
2212,1119
2213,5
2214,795
2215,1080
2216,1036
2217,5
2218,339
2219,401
2220,339
2221,795
2222,601
2223,431
2224,919
2225,88
2227,881
2228,364
2229,1122
2230,1106
2232,352
2233,930
2234,253
2235,1119
2236,5
2237,443
2238,334
2239,1124
2240,1124
2241,1080
2242,1124
2243,795
2244,1088
2245,5
2246,88
2247,5
2249,561
2250,930
2251,1107
2252,1107
2253,919
2254,88
2255,1122
2256,18462
2257,930
2258,862
2259,183
2260,196
2261,1124
2262,1133
2263,1124
2264,1134
2265,930
2266,1124
2267,930
2268,183
2269,1135
2270,266
2272,71
2274,930
2275,1137
2277,919
2278,442
2279,919
2280,1107
2282,253
2283,334
2284,919
2285,495
2286,1118
2287,1122
2288,795
2289,919
2290,743
2291,138
2292,159
2294,1144
2296,1146
2297,530
2298,795
2299,795
2300,795
2301,485
2302,5
2303,183
2304,183
2305,930
2306,1150
2307,930
2308,319
2309,1124
2310,183
2312,582
2314,279
2315,132
2316,1134
2317,887
2318,887
2319,1080
2320,364
2322,795
2323,1167
2324,74
2325,10229
2326,1114
2327,10229
2328,861
2330,159
2331,183
2332,887
2333,887
2334,887
2335,229
2336,887
2337,977
2338,364
2340,88
2342,307
2343,1185
2344,1150
2345,279
2346,5
2347,930
2348,8
2349,196
2350,1150
2351,887
2352,795
2353,795
2354,1036
2355,88
2356,887
2357,1076
2358,74
2359,88
2360,930
2361,930
2362,88
2364,1118
2365,1124
2366,1124
2367,159
2368,881
2369,1122
2370,1126
2371,930
2372,521
2373,887
2374,1154
2375,930
2376,881
2377,795
2378,1197
2379,1106
2380,1106
2381,511
2382,352
2383,976
2384,722
2385,199
2386,561
2387,159
2388,1036
2389,5
2390,196
2391,1195
2392,196
2394,1146
2395,401
2396,196
2397,511
2398,352
2399,869
2400,1201
2401,364
2403,795
2404,795
2405,1195
2406,183
2407,8
2408,495
2409,930
2410,253
2411,603
2412,5
2413,1137
2415,919
2416,88
2417,88
2419,961
2420,414
2421,930
2422,8
2423,511
2424,930
2425,743
2426,919
2427,18
2428,495
2429,881
2431,183
2432,183
2433,223
2434,805
2435,88
2436,88
2437,266
2438,830
2439,386
2440,183
2442,919
2443,1122
2445,919
2446,1084
2447,603
2448,603
2449,881
2450,1107
2452,795
2453,187
2454,187
2455,88
2456,5
2457,1208
2459,795
2462,603
2464,881
2465,183
2466,1210
2467,1154
2468,795
2469,183
2470,601
2471,449
2472,930
2473,609
2474,881
2476,1212
2477,339
2478,881
2481,1215
2482,521
2483,1216
2486,1124
2487,1219
2489,442
2490,229
2491,603
2492,795
2493,1227
2495,1108
2496,603
2497,919
2498,1124
2499,74
2500,521
2501,25
2504,795
2506,881
2507,442
2509,352
2510,603
2511,919
2513,266
2516,666
2517,961
2518,603
2519,601
2520,961
2521,919
2522,919
2524,1107
2525,919
2526,98
2528,485
2529,1048
2530,1124
2531,1124
2532,603
2535,1124
2536,930
2537,1124
2538,930
2540,795
2541,1215
2542,1108
2543,881
2544,1204
2545,603
2546,666
2547,285
2548,334
2550,919
2551,666
2552,1215
2553,601
2555,603
2558,1108
2559,386
2560,8
2561,930
2562,930
2563,1248
2564,961
2565,319
2566,1107
2567,1107
2569,1107
2570,334
2571,251
2572,1250
2573,1102
2574,334
2575,251
2576,840
2577,251
2578,930
2579,1251
2580,54
2582,183
2583,251
2584,251
2585,1253
2586,183
2587,977
2589,805
2591,144
2592,1260
2593,930
2595,251
2596,930
2597,977
2598,64
2599,251
2600,930
2601,930
2602,1250
2603,1250
2604,805
2605,603
2607,603
2609,253
2610,930
2611,1266
2612,930
2613,603
2614,887
2615,1250
2616,930
2617,1267
2618,1124
2619,559
2620,251
2621,1124
2622,251
2623,284
2625,919
2626,919
2627,5
2628,1154
2629,251
2630,1124
2631,977
2632,1270
2633,251
2634,74
2635,1272
2636,1270
2637,1270
2638,1270
2639,1102
2641,386
2642,601
2644,1122
2645,251
2646,511
2648,183
2649,521
2650,1251
2651,1124
2652,521
2653,930
2654,229
2657,229
2658,919
2659,919
2660,919
2661,559
2663,485
2664,1250
2665,930
2667,795
2668,1108
2670,1279
2671,521
2672,71
2673,8
2674,223
2675,1284
2678,449
2679,1287
2681,1108
2682,919
2684,1290
2685,1290
2686,104
2687,449
2688,1291
2689,851
2690,442
2691,851
2692,938
2693,401
2694,88
2695,7
2696,319
2697,266
2698,919
2699,8
2700,29
2701,251
2702,9426
2703,239
2705,183
2706,1303
2707,183
2708,795
2709,795
2710,187
2711,1313
2712,88
2713,1307
2714,1307
2715,930
2716,686
2717,1316
2718,88
2719,1307
2720,1307
2721,1124
2722,449
2723,449
2724,159
2726,1119
2727,930
2728,253
2729,88
2730,1320
2731,251
2732,930
2733,653
2734,339
2735,88
2736,1080
2737,795
2738,339
2739,1121
2740,1324
2741,88
2742,1154
2746,1250
2747,930
2749,930
2750,603
2751,449
2752,930
2753,795
2755,561
2756,1329
2761,1329
2763,795
2765,1334
2766,795
2767,1329
2768,1336
2769,183
2770,1118
2771,30
2772,30
2773,930
2774,930
2775,30
2776,930
2777,183
2778,442
2779,1313
2780,442
2781,930
2782,183
2783,495
2784,919
2785,919
2786,830
2787,593
2788,1079
2789,364
2790,442
2791,266
2792,442
2793,1122
2794,226
2796,1342
2797,1329
2798,88
2799,1334
2801,603
2802,1329
2805,1329
2806,1347
2807,1347
2808,1118
2809,251
2810,251
2811,1036
2812,795
2813,881
2814,795
2815,1112
2816,521
2817,887
2818,521
2819,1352
2820,253
2821,1349
2822,930
2823,1343
2824,1356
2825,1352
2826,364
2827,438
2828,511
2829,795
2830,251
2831,1352
2832,266
2833,1352
2834,930
2835,1352
2836,1352
2837,1329
2838,1329
2839,1118
2840,1118
2841,1036
2842,521
2843,795
2844,253
2846,1307
2847,930
2848,930
2849,1251
2850,930
2851,603
2853,183
2854,1291
2855,401
2856,1036
2857,930
2858,1366
2859,919
2860,881
2861,795
2872,1329
2875,250
2877,251
2878,183
2883,183
2885,530
2886,588
2887,930
2888,511
2889,1154
2890,442
2892,1250
2893,1250
2894,1376
2895,666
2896,229
2897,89
2899,319
2900,25
2901,603
2903,603
2904,53
2905,603
2906,666
2907,603
2908,319
2909,795
2910,930
2911,5
2912,795
2913,919
2914,1329
2915,1329
2916,511
2917,1381
2918,608
2919,603
2920,601
2921,1036
2922,603
2924,159
2926,1347
2927,521
2928,183
2929,401
2930,666
2931,251
2934,608
2935,1329
2936,795
2937,795
2938,608
2939,401
2941,1352
2942,442
2944,603
2945,603
2946,919
2947,364
2948,1007
2951,1387
2952,930
2953,603
2954,1390
2955,930
2956,364
2957,1393
2959,1307
2960,1112
2961,352
2962,1320
2963,71
2965,521
2966,183
2967,603
2968,495
2969,364
2970,1270
2971,1134
2972,603
2973,666
2974,957
2975,957
2976,1250
2978,601
2979,1229
2980,1122
2981,1007
2982,930
2983,881
2984,603
2985,352
2986,1396
2987,635
2988,104
2989,830
2998,183
2999,521
3000,1112
3001,1395
3002,159
3003,1392
3004,1307
3005,603
3006,183
3008,1352
3009,307
3010,930
3011,88
3012,88
3013,88
3014,88
3015,88
3016,88
3017,88
3018,88
3019,88
3022,666
3023,666
3024,1392
3025,1080
3027,1352
3028,71
3029,1028
3030,521
3031,1410
3032,159
3034,1028
3035,253
3036,253
3037,253
3038,183
3039,521
3040,521
3044,183
3046,561
3047,442
3048,1007
3049,442
3050,88
3051,1024
3052,634
3053,1414
3054,1390
3055,5
3056,5
3058,71
3059,1291
3060,919
3061,1417
3062,1417
3063,603
3064,71
3065,582
3066,1307
3067,1329
3068,795
3069,1102
3070,795
3071,251
3072,795
3073,88
3074,88
3075,521
3076,88
3077,401
3078,1329
3079,401
3080,1329
3081,183
3082,1421
3083,582
3084,1054
3085,8
3086,1154
3087,919
3088,1424
3089,795
3090,919
3092,1270
3093,930
3094,930
3095,919
3096,1329
3099,1036
3100,183
3101,253
3102,603
3104,930
3106,8
3107,8
3108,8
3109,1411
3110,603
3111,603
3112,588
3113,561
3116,1118
3117,741
3118,30
3120,439
3122,1075
3123,339
3124,919
3125,582
3126,251
3127,930
3128,159
3129,159
3130,386
3132,352
3133,1112
3134,521
3135,930
3136,1389
3137,582
3138,8
3141,1355
3142,1436
3143,1439
3144,251
3145,795
3147,1441
3149,1355
3154,805
3156,1102
3157,1307
3158,1106
3159,251
3163,1291
3165,253
3166,1390
3167,190
3168,5
3169,1355
3170,601
3171,1343
3173,287
3174,930
3175,1102
3177,795
3179,1118
3180,183
3181,776
3182,251
3183,930
3184,159
3185,1390
3186,339
3187,144
3188,253
3189,159
3190,159
3191,930
3192,601
3193,264
3194,1456
3195,521
3196,253
3197,8
3198,521
3199,900
3200,1458
3201,1459
3202,930
3204,298
3205,919
3206,919
3207,1381
3208,401
3209,339
3210,919
3211,1329
3212,1005
3213,1390
3214,1464
3215,77
3216,919
3217,919
3218,919
3219,1106
3220,352
3221,1005
3222,251
3223,5
3224,159
3229,1229
3230,521
3231,1307
3232,588
3233,1112
3234,449
3235,1005
3236,334
3237,88
3238,1216
3239,5
3240,601
3241,1475
3242,870
3243,919
3244,1329
3246,251
3247,930
3248,253
3249,1479
3250,253
3251,603
3252,930
3253,226
3254,449
3255,159
3256,1229
3257,251
3259,930
3260,809
3261,795
3262,253
3263,795
3264,930
3265,919
3266,1229
3267,840
3268,1489
3269,251
3270,776
3271,1307
3272,1490
3273,319
3274,1112
3276,1106
3277,183
3278,930
3279,603
3280,930
3281,1250
3282,183
3283,919
3284,88
3285,930
3286,5141
3287,776
3288,582
3289,1112
3290,1036
3291,795
3292,830
3293,930
3294,1495
3295,8
3296,1496
3297,8
3298,930
3299,1124
3300,266
3301,1499
3302,1036
3303,666
3306,1124
3307,1250
3308,1436
3309,253
3310,919
3311,930
3312,666
3313,749
3314,603
3315,930
3316,226
3317,1501
3318,1501
3319,5
3321,569
3322,1390
3324,1007
3325,251
3326,1499
3327,1499
3328,1499
3329,1499
3330,251
3331,179
3332,961
3333,1216
3334,961
3335,8
3336,603
3337,1504
3338,1505
3339,8
3340,1499
3341,179
3342,5141
3343,1390
3345,603
3346,1499
3347,1499
3348,1499
3350,1499
3351,1392
3352,1381
3353,1499
3354,1436
3355,1307
3356,1036
3358,1266
3359,1512
3360,319
3361,319
3362,644
3363,930
3364,913
3365,930
3367,930
3368,1513
3369,1514
3370,930
3371,930
3372,1515
3373,1499
3374,485
3376,603
